"Date","Région","Plage de puissance injection","Filière de production","Nombre points injection"
"2025-12-09","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-12-09","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",20
"2025-12-09","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-12-09","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-04-21","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-04-21","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",13
"2025-07-22","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-07-22","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-04-21","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-07-22","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",83236
"2025-07-22","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",2
"2025-07-22","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-04-21","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-07-22","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-04-21","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-04-21","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",189955
"2025-04-21","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",78584
"2025-04-21","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-04-21","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-04-21","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",467
"2025-04-21","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",49
"2025-07-22","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",94332
"2025-04-21","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",649
"2025-07-22","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",11
"2025-07-22","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-04-21","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-07-22","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-04-21","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-07-22","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",29
"2025-04-20","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-04-20","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-04-20","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",13
"2025-04-20","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",13771
"2025-04-20","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-07-21","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-07-21","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",648
"2025-07-21","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",11
"2025-07-21","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",29
"2025-07-21","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-04-20","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-04-20","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-04-20","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-04-20","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-07-21","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-07-21","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-07-21","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",83203
"2025-07-21","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14268
"2025-07-21","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",2
"2025-07-21","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4628
"2025-07-21","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-07-21","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",821
"2025-07-21","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-07-21","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-07-21","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-04-20","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",49
"2025-04-20","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-04-20","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-04-20","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",806
"2025-04-20","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",0
"2025-04-20","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-04-20","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",78533
"2025-04-20","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",92588
"2025-04-20","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",649
"2025-04-20","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-04-20","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-07-21","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-07-21","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-07-21","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-07-21","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-04-20","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-04-20","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-04-20","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-04-20","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-04-20","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",624
"2025-07-21","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",94336
"2025-07-21","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-07-21","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-07-21","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",480
"2025-04-20","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",28
"2025-07-21","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-04-20","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-04-20","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-04-20","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",291
"2025-04-20","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",189912
"2025-04-20","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4379
"2025-04-20","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-04-20","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-04-20","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",190872
"2025-04-20","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",78552
"2025-04-20","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",1
"2025-07-21","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-07-21","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",12
"2025-07-21","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-07-21","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",627
"2025-07-21","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-04-20","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",12
"2025-04-20","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",17
"2025-04-20","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",13866
"2025-04-20","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-07-21","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-07-21","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",197206
"2025-07-21","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",2
"2025-07-21","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-07-21","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",83179
"2025-04-20","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-07-21","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14364
"2025-07-21","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-07-21","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-07-21","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-04-20","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-04-20","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-12-10","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",206744
"2025-12-10","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",48
"2025-12-10","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-12-10","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",647
"2025-12-10","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",179
"2025-04-20","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-12-10","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",205766
"2025-12-10","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",96058
"2025-12-10","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-12-10","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-12-10","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-12-10","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-12-10","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",96048
"2025-12-10","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",1
"2025-12-10","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",88502
"2025-12-10","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-12-10","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-12-10","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-12-10","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",10
"2025-04-20","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-12-10","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",88473
"2025-12-10","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",15228
"2025-12-10","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-12-10","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-12-10","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",74
"2025-12-10","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-12-10","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",15132
"2025-12-10","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",4
"2025-12-10","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",5427
"2025-12-10","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-12-10","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-12-10","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-12-10","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-12-10","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",5281
"2025-12-10","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-12-10","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",633
"2025-12-10","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-12-10","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-12-10","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-12-10","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-12-10","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",301
"2025-12-10","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-12-10","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",842
"2025-12-10","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",41
"2025-12-10","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",15
"2025-12-10","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-12-10","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",133
"2025-12-10","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",499
"2025-12-10","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-12-10","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",31
"2025-12-10","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-12-10","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-12-10","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-12-10","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",20
"2025-12-10","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-12-10","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-04-20","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",76
"2025-07-21","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-07-21","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",94325
"2025-07-21","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",75
"2025-07-21","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4774
"2025-07-21","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-07-21","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-07-21","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-07-21","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-07-21","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",295
"2025-07-21","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-04-20","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-04-20","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-04-20","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-04-20","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",92597
"2025-04-20","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",467
"2025-04-20","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",26
"2025-04-20","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4233
"2025-04-20","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-07-21","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",198176
"2025-07-21","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-07-21","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-07-21","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-07-21","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",18
"2025-04-19","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-04-19","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",78553
"2025-04-19","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-04-19","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-04-19","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-04-19","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",189913
"2025-04-19","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",26
"2025-07-20","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",94309
"2025-07-20","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",83127
"2025-04-19","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-07-20","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14357
"2025-07-20","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-07-20","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",2
"2025-07-20","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-04-19","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-04-19","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4379
"2025-04-19","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",649
"2025-04-19","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-04-19","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",12
"2025-04-19","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-04-19","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-04-19","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-07-20","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-07-20","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14261
"2025-07-20","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-07-20","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-04-19","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",624
"2025-04-19","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-04-19","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-04-19","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",17
"2025-04-19","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4233
"2025-04-19","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",78534
"2025-04-19","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-04-19","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",92597
"2025-07-20","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-07-20","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",94298
"2025-07-20","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-07-20","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",18
"2025-04-19","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-04-19","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-04-19","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",0
"2025-04-19","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",1
"2025-04-19","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",49
"2025-04-19","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-04-19","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",28
"2025-07-20","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",2
"2025-07-20","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-07-20","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4621
"2025-07-20","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-07-20","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-04-19","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-04-19","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-04-19","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",806
"2025-04-19","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-04-19","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",92588
"2025-07-20","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-07-20","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",648
"2025-07-20","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-07-20","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",12
"2025-07-20","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-07-20","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-07-20","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",480
"2025-04-19","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",13
"2025-04-19","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-04-19","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-04-19","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-04-19","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",13866
"2025-04-19","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",76
"2025-07-20","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",198086
"2025-07-20","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-07-20","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-07-20","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",11
"2025-07-20","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",75
"2025-07-20","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-07-20","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4767
"2025-07-20","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-07-20","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",627
"2025-07-20","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",821
"2025-07-20","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",29
"2025-07-20","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-04-19","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-04-19","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",13771
"2025-04-19","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-12-11","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",206818
"2025-12-11","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",48
"2025-12-11","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-12-11","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",647
"2025-12-11","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",179
"2025-12-11","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",205840
"2025-12-11","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",96066
"2025-12-11","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-12-11","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-04-19","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-12-11","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-12-11","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-12-11","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",96056
"2025-12-11","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",1
"2025-12-11","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",88555
"2025-12-11","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-12-11","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-12-11","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-12-11","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",10
"2025-12-11","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",88526
"2025-12-11","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",15236
"2025-12-11","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-12-11","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-12-11","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",74
"2025-12-11","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-12-11","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",15140
"2025-12-11","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",4
"2025-12-11","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",5431
"2025-12-11","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-12-11","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-12-11","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-12-11","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-12-11","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",5285
"2025-12-11","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-12-11","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",633
"2025-12-11","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-12-11","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-12-11","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-12-11","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-12-11","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",301
