"Date","Région","Plage de puissance injection","Filière de production","Nombre points injection"
"2025-04-23","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",190208
"2025-04-23","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-04-23","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-04-23","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-07-24","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-07-24","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-04-23","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-07-24","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-07-24","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",11
"2025-07-24","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",2
"2025-07-24","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",29
"2025-04-23","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-04-23","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",807
"2025-04-23","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-04-23","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",13886
"2025-04-23","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-04-23","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-07-24","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",198396
"2025-07-24","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",2
"2025-04-23","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-07-24","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-07-24","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-07-24","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-04-22","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-04-22","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-04-22","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",191050
"2025-04-22","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",468
"2025-07-23","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-07-23","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",94361
"2025-07-23","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",12
"2025-07-23","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",481
"2025-04-22","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-04-22","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",649
"2025-04-22","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",78640
"2025-04-22","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-04-22","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-04-22","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-07-23","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-07-23","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-07-23","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14282
"2025-07-23","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-07-23","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-07-23","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",627
"2025-07-23","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-07-23","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-07-23","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",822
"2025-04-22","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-07-23","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-04-22","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-04-22","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4234
"2025-04-22","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-04-22","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-04-22","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-04-22","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",28
"2025-04-22","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",78659
"2025-07-23","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-07-23","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-07-23","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-07-23","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",11
"2025-07-23","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14378
"2025-07-23","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4793
"2025-07-23","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-04-22","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-04-22","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",26
"2025-04-22","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-04-22","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-04-22","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-04-22","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",291
"2025-07-23","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",648
"2025-07-23","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",197342
"2025-04-22","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-07-23","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-07-23","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-07-23","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",83258
"2025-07-23","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-07-23","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",75
"2025-07-23","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-07-23","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-07-23","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-04-22","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",92649
"2025-04-22","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",76
"2025-04-22","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",807
"2025-04-22","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",13778
"2025-04-22","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",624
"2025-04-22","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",49
"2025-04-22","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",12
"2025-07-23","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",83283
"2025-07-23","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",2
"2025-07-23","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-07-23","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-07-23","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-04-22","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-04-22","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-04-22","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-04-22","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",17
"2025-07-23","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",198313
"2025-04-22","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",190090
"2025-07-23","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4647
"2025-07-23","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-07-23","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-07-23","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-07-23","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-07-23","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-04-22","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",13873
"2025-04-22","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",1
"2025-12-08","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",206670
"2025-12-08","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",48
"2025-12-08","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-12-08","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",647
"2025-12-08","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",179
"2025-12-08","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",205692
"2025-04-22","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",13
"2025-12-08","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",96055
"2025-12-08","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-12-08","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-12-08","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-04-22","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-12-08","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-12-08","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",96045
"2025-12-08","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",1
"2025-12-08","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",88461
"2025-12-08","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-12-08","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-12-08","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-12-08","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",10
"2025-12-08","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",88432
"2025-12-08","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",15216
"2025-12-08","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-12-08","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-12-08","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",74
"2025-12-08","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-12-08","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",15120
"2025-12-08","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",4
"2025-12-08","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",5413
"2025-12-08","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-12-08","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-12-08","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-12-08","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-12-08","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",5267
"2025-12-08","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-12-08","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",633
"2025-12-08","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-12-08","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-12-08","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-12-08","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-04-22","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",92640
"2025-12-08","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",301
"2025-04-22","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-12-08","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-12-08","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",841
"2025-12-08","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",41
"2025-12-08","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",15
"2025-12-08","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-12-08","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",133
"2025-12-08","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",498
"2025-12-08","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-12-08","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",31
"2025-12-08","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-12-08","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-12-08","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-12-08","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",20
"2025-12-08","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-12-08","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-07-23","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",94350
"2025-07-23","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-07-23","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-07-23","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-07-23","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-04-22","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-04-22","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4380
"2025-04-22","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-04-22","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-04-22","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-04-22","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-04-22","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-07-23","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-07-23","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",2
"2025-07-23","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-07-23","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",295
"2025-07-23","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",29
"2025-07-23","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",18
"2025-04-22","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-04-22","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",0
"2025-04-22","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-04-22","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-04-21","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",13867
"2025-04-21","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-04-21","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",28
"2025-04-21","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-04-21","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-04-21","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4379
"2025-07-22","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",648
"2025-07-22","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-07-22","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14369
"2025-07-22","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-07-22","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-07-22","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-04-21","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-04-21","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",92607
"2025-04-21","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-04-21","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",291
"2025-07-22","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",197263
"2025-07-22","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-07-22","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14273
"2025-07-22","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4780
"2025-07-22","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-07-22","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4634
"2025-07-22","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-04-21","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-04-21","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-04-21","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-07-22","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-07-22","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-07-22","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-07-22","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-07-22","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",822
"2025-07-22","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-04-21","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-07-22","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-04-21","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4233
"2025-04-21","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-04-21","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-04-21","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-04-21","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",78565
"2025-04-21","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",76
"2025-04-21","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",190915
"2025-04-21","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-04-21","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",17
"2025-07-22","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-07-22","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",94343
"2025-07-22","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",12
"2025-07-22","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-07-22","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-07-22","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",481
"2025-07-22","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-04-21","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",92598
"2025-04-21","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",1
"2025-04-21","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-04-21","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",12
"2025-04-21","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-04-21","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-04-21","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",26
"2025-07-22","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-07-22","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",83211
"2025-07-22","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",75
"2025-07-22","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-07-22","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-07-22","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",627
"2025-07-22","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-04-21","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",13772
"2025-04-21","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-04-21","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-04-21","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-04-21","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-04-21","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",806
"2025-04-21","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",624
"2025-07-22","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",198234
"2025-07-22","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",2
"2025-07-22","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-07-22","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-07-22","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-07-22","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",295
"2025-07-22","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-07-22","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-07-22","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",18
"2025-12-09","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",206698
"2025-12-09","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",48
"2025-12-09","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-12-09","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",647
"2025-12-09","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",179
"2025-12-09","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",205720
"2025-12-09","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",96052
"2025-12-09","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-04-21","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",0
"2025-12-09","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-12-09","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-12-09","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-12-09","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",96042
"2025-12-09","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",1
"2025-12-09","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",88475
"2025-12-09","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-04-21","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-12-09","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-12-09","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-12-09","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",10
"2025-12-09","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",88446
"2025-12-09","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",15224
"2025-12-09","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-12-09","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-12-09","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",74
"2025-12-09","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-12-09","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",15128
"2025-12-09","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",4
"2025-12-09","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",5421
"2025-12-09","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-12-09","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-12-09","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-12-09","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-12-09","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",5275
"2025-12-09","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-12-09","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",633
"2025-12-09","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-12-09","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-04-21","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-12-09","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-12-09","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-12-09","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",301
"2025-12-09","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-12-09","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",842
"2025-12-09","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",41
"2025-12-09","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",15
"2025-12-09","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-12-09","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",133
"2025-12-09","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",499
"2025-12-09","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-12-09","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",31
"2025-12-09","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-12-09","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
